trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status,distance,is_outlier,fare
TR10714,USR1190,casual,BK336,electric,ST110,ST108,2024-10-09 16:48:00,2024-10-09 16:59:29,11.5,10.51,completed,0.05309374238081314,False,2.730309374238081
TR10715,USR1145,member,BK228,classic,ST113,ST103,2024-05-10 14:57:00,2024-05-10 15:01:33,4.6,9.3,completed,0.11085416615084834,False,0.37354270830754244
TR10716,USR1027,member,BK238,classic,ST103,ST100,2024-02-07 09:00:00,2024-02-07 09:09:16,9.3,12.95,completed,0.14401080976787842,False,3.6141016214651818
TR10717,USR1141,casual,BK270,electric,ST103,ST100,2024-05-31 09:50:00,2024-05-31 10:17:28,27.5,4.62,completed,0.14401080976787842,False,7.709101621465182
TR10718,USR1150,member,BK274,electric,ST104,ST114,2024-12-05 17:20:00,2024-12-05 17:32:33,12.6,9.87,completed,0.07694086899041135,False,4.3465411303485615
TR10719,USR1162,member,BK244,electric,ST113,ST100,2024-07-27 13:04:00,2024-07-27 13:22:43,18.7,13.98,completed,0.15908859848838716,False,1.5039544299244194
TR10720,USR1199,member,BK330,classic,ST100,ST109,2024-07-04 21:14:00,2024-07-04 21:32:21,18.4,10.32,completed,0.09319737786010675,False,1.4766598688930053
TR10721,USR1053,member,BK201,classic,ST101,ST101,2024-10-09 15:34:00,2024-10-09 15:52:26,18.4,0.69,completed,0.0,False,1.472
TR10722,USR1171,member,BK329,classic,ST114,ST100,2024-12-11 22:38:00,2024-12-11 22:48:13,10.2,11.59,completed,0.11931503721241296,False,0.8219657518606206
TR10723,USR1110,casual,BK241,classic,ST110,ST110,2024-08-01 20:09:00,2024-08-01 20:11:14,2.2,1.82,cancelled,0.0,False,1.33
TR10724,USR1136,casual,BK211,classic,ST114,ST104,2024-09-10 20:37:00,2024-09-10 20:45:03,8.1,14.53,completed,0.07694086899041135,False,2.222694086899041
TR10725,USR1044,member,BK253,classic,ST114,ST114,2024-05-14 14:09:00,2024-05-14 14:27:46,18.8,14.56,completed,0.0,False,1.504
TR10726,USR1014,casual,BK238,electric,ST104,ST103,2024-04-10 17:03:00,2024-04-10 17:12:53,9.9,0.66,completed,0.20023001569694882,False,3.7575345023545426
TR10727,USR1174,casual,BK312,classic,ST107,ST102,2024-08-05 06:15:00,2024-08-05 06:17:00,2.0,7.44,completed,0.043967847343257156,False,1.3043967847343259
TR10728,USR1003,member,BK346,electric,ST106,ST106,2024-10-14 15:42:00,2024-10-14 16:32:24,50.4,9.58,completed,0.0,False,4.032
TR10729,USR1187,member,BK312,classic,ST114,ST103,2024-10-16 08:14:00,2024-10-16 08:49:02,35.0,3.68,completed,0.14189984716341533,False,9.396284977074512
TR10730,USR1000,member,BK250,classic,ST104,ST105,2024-07-10 20:13:00,2024-07-10 20:30:45,17.8,5.12,completed,0.1220758999352473,False,1.4301037949967625
TR10731,USR1011,member,BK229,classic,ST101,ST111,2024-05-04 14:31:00,2024-05-04 14:33:00,2.0,12.97,completed,0.06849815642774768,False,0.16342490782138738
TR10732,USR1052,member,BK261,electric,ST102,ST102,2024-05-28 18:27:00,2024-05-28 18:53:25,26.4,7.11,completed,0.0,False,7.439999999999999
TR10733,USR1162,member,BK295,classic,ST110,ST112,2024-07-14 15:24:00,2024-07-14 16:27:50,63.8,9.09,completed,0.141130306855044,False,5.111056515342752
TR10734,USR1032,member,BK265,classic,ST108,ST101,2024-06-30 06:47:00,2024-06-30 07:28:52,41.9,8.36,completed,0.03460805832461491,False,3.3537304029162307
TR10735,USR1174,member,BK227,electric,ST107,ST114,2024-12-24 15:37:00,2024-12-24 15:39:59,3.0,14.04,completed,0.012820123712352386,False,0.24064100618561762
TR10736,USR1141,member,BK251,electric,ST107,ST101,2024-01-23 21:44:00,2024-01-23 22:01:47,17.8,2.64,completed,0.06676944680016574,False,1.4273384723400084
TR10737,USR1199,member,BK320,electric,ST110,ST114,2024-09-05 20:45:00,2024-09-05 20:59:26,14.4,8.34,,0.09376096896363766,False,1.156688048448182
TR10738,USR1161,member,BK320,classic,ST113,ST107,2024-09-30 16:15:00,2024-09-30 16:17:00,2.0,11.59,completed,0.06387139431701704,False,0.16319356971585086
TR10739,USR1199,member,BK291,classic,ST105,ST106,2024-09-26 20:01:00,2024-09-26 20:43:47,42.8,13.63,completed,0.03733206751574326,False,3.425866603375787
TR10740,USR1053,member,BK235,classic,ST106,ST114,2024-07-25 06:55:00,2024-07-25 07:04:43,9.7,7.605,cancelled,0.02540783825908858,False,0.7772703919129543
TR10741,USR1100,member,BK285,classic,ST107,ST114,2024-08-05 21:20:00,2024-08-05 21:34:41,14.7,4.22,completed,0.012820123712352386,False,1.1766410061856176
TR10742,USR1036,casual,BK331,electric,ST104,ST114,2024-12-12 19:46:00,2024-12-12 20:42:29,56.5,2.33,completed,0.07694086899041135,False,14.224041130348562
TR10743,USR1026,casual,BK325,classic,ST100,ST113,2024-02-29 18:00:00,2024-02-29 20:02:38,122.6,10.06,completed,0.15908859848838716,True,29.108863289773254
TR10744,USR1192,member,BK229,classic,ST108,ST113,2024-02-26 22:47:00,2024-02-26 22:55:20,8.3,14.25,cancelled,0.06247612869728891,False,0.6671238064348645
TR10745,USR1162,casual,BK323,classic,ST108,ST100,2024-06-08 15:41:00,2024-06-08 16:37:32,56.5,9.97,completed,0.0969334706383672,False,9.484693347063835
TR10746,USR1071,member,BK312,electric,ST113,ST103,2024-03-01 22:48:00,2024-03-01 22:50:00,2.0,13.75,cancelled,0.11085416615084834,False,0.16554270830754242
TR10747,USR1036,member,BK329,classic,ST113,ST109,2024-09-27 06:15:00,2024-09-27 06:22:39,7.7,0.58,completed,0.12552883683441013,False,0.6222764418417205
TR10748,USR1032,member,BK291,classic,ST107,ST107,2024-07-19 17:16:00,2024-07-19 17:39:23,23.4,6.34,completed,0.0,False,6.765
TR10749,USR1004,member,BK329,electric,ST114,ST110,2024-01-12 19:30:00,2024-01-12 19:36:03,6.1,12.99,,0.09376096896363766,False,2.886564145344546
TR10750,USR1043,member,BK238,electric,ST103,ST110,2024-11-03 16:47:00,2024-11-03 17:04:47,17.8,12.53,completed,0.054492308778395684,False,1.42672461543892
TR10751,USR1080,casual,BK244,classic,ST105,ST105,2024-04-26 16:47:00,2024-04-26 17:57:36,70.6,5.28,completed,0.0,False,11.589999999999998
TR10752,USR1110,member,BK241,classic,ST103,ST102,2024-05-01 22:44:00,2024-05-01 23:15:31,31.5,10.74,completed,0.11591545755851485,False,2.5257957728779257
TR10753,USR1145,member,BK325,classic,ST101,ST100,2024-06-16 11:20:00,2024-06-16 11:36:59,17.0,8.9,completed,0.06826309410654922,False,1.3634131547053276
TR10754,USR1003,member,BK227,electric,ST110,ST113,2024-06-18 18:56:00,2024-06-18 19:03:37,7.6,2.87,completed,0.056682769277796835,False,3.2185024153916695
TR10755,USR1053,member,BK202,electric,ST105,ST107,2024-12-07 07:49:00,2024-12-07 08:13:07,24.1,4.6,cancelled,0.050466934917826375,False,6.930070040237673
TR10756,USR1049,casual,BK251,electric,ST114,ST112,2024-06-24 19:46:00,2024-06-24 20:06:31,20.5,11.21,completed,0.1296627695215529,False,6.131949415428231
TR10757,USR1027,casual,BK328,classic,ST114,ST111,2024-01-23 10:42:00,2024-01-23 10:48:06,6.1,10.21,,0.016389647952289345,False,1.9166389647952289
TR10758,USR1036,member,BK295,classic,ST106,ST112,2024-09-13 16:51:00,2024-09-13 16:59:52,8.9,7.605,completed,0.11147429562459679,False,0.7175737147812299
TR10759,USR1134,member,BK283,classic,ST111,ST104,2024-04-25 09:14:00,2024-04-25 09:16:39,2.7,4.99,completed,0.07323195609158718,False,2.118484793413738
TR10760,USR1123,casual,BK261,classic,ST104,ST109,2024-02-28 17:00:00,2024-02-28 17:56:45,56.8,3.56,completed,0.16933760013653099,False,14.30540064002048
TR10761,USR1034,casual,BK307,electric,ST103,ST100,2024-09-26 06:21:00,2024-09-26 06:57:58,37.0,12.71,completed,0.14401080976787842,False,6.564401080976788
TR10762,USR1032,member,BK262,classic,ST109,ST108,2024-05-01 08:37:00,2024-05-01 09:00:09,23.2,7.605,,0.07911186921063063,False,6.731866780381594
TR10763,USR1026,member,BK258,classic,ST102,ST113,2024-10-04 19:48:00,2024-10-04 20:49:16,61.3,5.84,completed,0.06825704467671839,False,15.302738556701506
TR10764,USR1026,member,BK312,electric,ST105,ST106,2024-06-09 10:05:00,2024-06-09 10:14:13,9.2,0.79,completed,0.03733206751574326,False,0.7378666033757871
TR10765,USR1192,member,BK286,classic,ST114,ST112,2024-07-05 07:48:00,2024-07-05 08:02:28,14.5,7.7,completed,0.1296627695215529,False,4.781949415428233
TR10766,USR1122,member,BK295,electric,ST107,ST114,2024-07-07 12:32:00,2024-07-07 13:19:28,47.5,3.59,completed,0.012820123712352386,False,3.800641006185618
TR10767,USR1130,member,BK227,classic,ST104,ST105,2024-05-01 06:03:00,2024-05-01 06:10:18,7.3,13.31,completed,0.1220758999352473,False,0.5901037949967624
TR10768,USR1001,casual,BK261,classic,ST107,ST114,2024-08-05 15:11:00,2024-08-05 15:45:29,34.5,11.87,completed,0.012820123712352386,False,6.176282012371235
TR10769,USR1094,member,BK227,electric,ST113,ST112,2024-08-13 06:49:00,2024-08-13 07:08:49,19.8,9.79,completed,0.1667215234335353,False,1.592336076171677
TR10770,USR1189,member,BK329,classic,ST100,ST104,2024-06-15 13:41:00,2024-06-15 14:25:24,44.4,4.74,cancelled,0.10969716541460797,False,3.5574848582707306
TR10771,USR1039,member,BK286,electric,ST112,ST105,2024-01-17 11:03:00,2024-01-17 11:47:14,44.2,10.71,,0.13959318368745596,False,3.542979659184373
TR10772,USR1044,member,BK315,classic,ST114,ST104,2024-04-30 06:26:00,2024-04-30 06:43:43,17.7,8.16,completed,0.07694086899041135,False,1.4198470434495205
TR10773,USR1134,casual,BK227,classic,ST112,ST111,2024-01-11 13:31:00,2024-01-11 13:39:01,8.0,11.13,completed,0.1421125814275423,False,2.2142112581427544
TR10774,USR1047,member,BK228,classic,ST113,ST103,2024-12-13 16:15:00,2024-12-13 16:39:53,24.9,11.15,completed,0.11085416615084834,False,1.9975427083075423
TR10775,USR1049,member,BK312,electric,ST111,ST108,2024-10-27 13:15:00,2024-10-27 13:47:47,32.8,8.07,completed,0.06760847610322246,False,2.627380423805161
TR10776,USR1192,member,BK253,electric,ST101,ST100,2024-12-03 06:18:00,2024-12-03 06:59:34,41.6,5.93,completed,0.06826309410654922,False,3.3314131547053276
TR10777,USR1064,member,BK312,classic,ST104,ST114,2024-02-02 20:17:00,2024-02-02 21:02:54,45.9,12.79,completed,0.07694086899041135,False,3.6758470434495205
TR10778,USR1043,casual,BK250,classic,ST114,ST108,2024-06-08 11:21:00,2024-06-08 11:28:02,7.0,7.0,completed,0.05131211920199831,False,2.0551312119202
TR10779,USR1134,member,BK211,classic,ST107,ST107,2024-09-17 17:40:00,2024-09-17 18:12:41,32.7,5.54,completed,0.0,False,8.8575
TR10780,USR1053,casual,BK262,classic,ST112,ST106,2024-12-12 09:44:00,2024-12-12 10:07:06,23.1,5.22,,0.11147429562459679,False,6.714221144343689
TR10781,USR1047,casual,BK243,classic,ST112,ST112,2024-02-23 15:24:00,2024-02-23 16:55:34,91.6,1.17,completed,0.0,False,14.739999999999998
TR10782,USR1026,member,BK342,classic,ST103,ST100,2024-07-19 07:31:00,2024-07-19 07:33:00,2.0,2.64,completed,0.14401080976787842,False,1.9716016214651817
TR10783,USR1192,member,BK261,electric,ST103,ST104,2024-04-04 14:58:00,2024-04-04 15:45:25,47.4,11.03,cancelled,0.20023001569694882,False,3.802011500784847
TR10784,USR1080,casual,BK329,electric,ST102,ST104,2024-11-17 15:15:00,2024-11-17 15:28:24,13.4,11.59,completed,0.08753821186773444,False,3.018753821186773
TR10785,USR1103,member,BK331,electric,ST103,ST109,2024-01-10 06:28:00,2024-01-10 06:36:37,8.6,4.37,cancelled,0.05431779599726354,False,0.6907158897998631
TR10786,USR1098,member,BK320,classic,ST102,ST112,2024-01-30 12:17:00,2024-01-30 12:51:22,34.4,5.02,completed,0.10411353120512228,False,2.7572056765602557
TR10787,USR1089,casual,BK261,electric,ST102,ST102,2024-10-18 16:14:00,2024-10-18 16:17:23,3.4,7.2,cancelled,0.0,False,1.51
TR10788,USR1080,casual,BK226,electric,ST104,ST104,2024-03-18 19:39:00,2024-03-18 19:41:00,2.0,0.95,completed,0.0,False,1.9500000000000002
TR10789,USR1100,member,BK327,electric,ST104,ST112,2024-07-24 19:53:00,2024-07-24 20:14:47,21.8,1.3,completed,0.12121108156022692,False,6.4231816622340325
TR10790,USR1064,casual,BK312,electric,ST102,ST101,2024-05-03 06:39:00,2024-05-03 06:41:54,2.9,8.72,cancelled,0.026625732703536912,False,1.4376625732703538
TR10791,USR1089,member,BK320,electric,ST102,ST110,2024-07-06 13:21:00,2024-07-06 13:24:48,3.8,0.51,completed,0.07430478004139128,False,0.30771523900206954
TR10792,USR1032,member,BK315,electric,ST110,ST102,2024-01-28 13:13:00,2024-01-28 13:17:26,4.4,10.28,completed,0.07430478004139128,False,0.3557152390020696
TR10793,USR1064,member,BK202,classic,ST103,ST111,2024-07-07 07:41:00,2024-07-07 08:08:08,27.1,2.8,completed,0.15732029489229982,False,7.621098044233845
TR10794,USR1128,member,BK329,electric,ST108,ST112,2024-01-18 11:17:00,2024-01-18 11:22:28,5.5,9.4,completed,0.10427614483187862,False,0.44521380724159393
TR10795,USR1052,member,BK312,electric,ST101,ST105,2024-02-24 18:46:00,2024-02-24 18:56:20,10.3,7.31,cancelled,0.0655530579759673,False,3.827332958696395
TR10796,USR1130,member,BK261,classic,ST109,ST102,2024-04-10 12:45:00,2024-04-10 13:41:53,56.9,8.01,completed,0.09810746335014421,False,4.556905373167507
TR10797,USR1032,member,BK202,classic,ST107,ST106,2024-06-22 19:21:00,2024-06-22 19:38:20,17.3,10.34,completed,0.03699838949197564,False,5.398049758423796
TR10798,USR1145,member,BK229,electric,ST103,ST108,2024-08-14 11:05:00,2024-08-14 11:09:29,4.5,3.89,completed,0.09290205450903871,False,0.3646451027254519
TR10799,USR1039,member,BK328,electric,ST114,ST111,2024-11-20 10:30:00,2024-11-20 11:01:46,31.8,12.89,completed,0.016389647952289345,False,2.5448194823976147
TR10800,USR1061,member,BK315,electric,ST101,ST100,2024-08-04 10:58:00,2024-08-04 11:05:18,7.3,14.14,cancelled,0.06826309410654922,False,0.5874131547053274
TR10801,USR1034,member,BK274,classic,ST106,ST109,2024-02-23 08:29:00,2024-02-23 09:35:19,66.3,3.17,completed,0.10406607771027061,False,16.43310991165654
TR10802,USR1136,member,BK312,classic,ST114,ST103,2024-06-14 20:00:00,2024-06-14 20:05:48,5.8,13.63,cancelled,0.14189984716341533,False,0.47109499235817076
TR10803,USR1008,member,BK226,classic,ST102,ST110,2024-04-20 18:50:00,2024-04-20 19:40:19,50.3,0.98,cancelled,0.07430478004139128,False,12.828645717006205
TR10804,USR1089,member,BK261,classic,ST111,ST107,2024-08-22 10:01:00,2024-08-22 10:22:09,21.2,6.41,completed,0.009099412948097053,False,1.6964549706474048
TR10805,USR1131,casual,BK251,electric,ST105,ST111,2024-10-14 17:09:00,2024-10-14 17:23:03,14.1,14.77,completed,0.05924607507675207,False,4.681386911261512
TR10806,USR1039,member,BK212,classic,ST100,ST101,2024-04-19 21:51:00,2024-04-19 21:57:20,6.3,6.14,completed,0.06826309410654922,False,0.5074131547053274
TR10807,USR1150,casual,BK312,classic,ST102,ST114,2024-07-23 08:15:00,2024-07-23 08:27:06,12.1,14.2,completed,0.03187891146196827,False,4.227281836719295
TR10808,USR1094,member,BK312,classic,ST102,ST103,2024-06-21 08:27:00,2024-06-21 09:23:42,56.7,14.75,completed,0.11591545755851485,False,14.27488731863378
TR10809,USR1080,member,BK244,classic,ST102,ST106,2024-11-28 17:00:00,2024-11-28 19:00:59,121.0,2.39,completed,0.00757439165874099,True,28.726136158748808
TR10810,USR1062,member,BK251,classic,ST102,ST114,2024-09-13 12:00:00,2024-09-13 12:23:28,23.5,11.65,completed,0.03187891146196827,False,1.8815939455730986
TR10811,USR1070,member,BK202,classic,ST106,ST111,2024-12-16 22:35:00,2024-12-16 23:00:05,25.1,2.03,completed,0.04178677691567008,False,2.0100893388457837
TR10812,USR1100,casual,BK265,electric,ST106,ST112,2024-03-19 11:32:00,2024-03-19 11:35:14,3.2,7.89,completed,0.11147429562459679,False,1.4911474295624596
TR10813,USR1135,member,BK329,classic,ST109,ST105,2024-04-14 14:48:00,2024-04-14 14:51:55,3.9,13.61,,0.10613538036394926,False,0.3173067690181975
TR10814,USR1089,member,BK323,electric,ST101,ST103,2024-05-26 12:25:00,2024-05-26 12:48:05,23.1,1.33,cancelled,0.11683990294843889,False,1.853841995147422
TR10815,USR1135,member,BK251,electric,ST110,ST109,2024-07-08 12:35:00,2024-07-08 12:44:27,9.5,2.37,completed,0.07560371293792417,False,0.7637801856468962
TR10816,USR1128,casual,BK331,electric,ST112,ST109,2024-07-29 10:26:00,2024-07-29 10:28:12,2.2,4.26,completed,0.09132251201647473,False,1.3391322512016475
TR10817,USR1081,casual,BK342,electric,ST104,ST108,2024-12-27 18:14:00,2024-12-27 18:54:50,40.8,9.42,completed,0.10968386886866972,False,10.696452580330298
TR10818,USR1094,casual,BK270,classic,ST112,ST114,2024-12-14 08:53:00,2024-12-14 09:19:57,27.0,2.49,completed,0.1296627695215529,False,7.594449415428232
TR10819,USR1053,member,BK320,classic,ST101,ST101,2024-12-01 09:22:00,2024-12-01 10:21:46,59.8,2.01,completed,0.0,False,14.954999999999998
TR10820,USR1080,member,BK300,classic,ST106,ST107,2024-10-30 18:01:00,2024-10-30 18:30:33,29.6,1.08,cancelled,0.03699838949197564,False,8.165549758423797
TR10821,USR1004,member,BK283,classic,ST105,ST106,2024-07-18 07:05:00,2024-07-18 07:29:02,16.3,7.12,cancelled,0.03733206751574326,False,5.173099810127361
TR10822,USR1100,member,BK212,electric,ST112,ST108,2024-11-03 19:33:00,2024-11-03 20:16:44,43.7,3.8,completed,0.10427614483187862,False,11.348141421724783
TR10823,USR1105,member,BK331,electric,ST109,ST108,2024-08-08 19:02:00,2024-08-08 19:09:54,7.9,12.9,completed,0.07911186921063063,False,3.2893667803815947
TR10824,USR1189,member,BK328,classic,ST101,ST109,2024-09-27 06:36:00,2024-09-27 07:06:44,30.7,0.95,cancelled,0.08678809469621979,False,2.460339404734811
TR10825,USR1014,member,BK295,electric,ST112,ST111,2024-01-01 11:07:00,2024-01-01 11:13:40,6.7,7.47,completed,0.1421125814275423,False,0.5431056290713772
TR10826,USR1141,casual,BK302,electric,ST110,ST104,2024-04-14 07:58:00,2024-04-14 08:04:47,6.8,12.39,completed,0.16183381738684804,False,3.0542750726080277
TR10827,USR1043,member,BK329,classic,ST114,ST106,2024-02-10 07:59:00,2024-02-10 08:20:59,22.0,5.86,completed,0.02540783825908858,False,6.453811175738863
TR10828,USR1049,casual,BK327,classic,ST103,ST102,2024-04-06 11:09:00,2024-04-06 11:15:31,6.5,3.98,completed,0.11591545755851485,False,1.9865915457558516
TR10829,USR1130,member,BK251,electric,ST103,ST109,2024-05-04 06:51:00,2024-05-04 07:33:21,42.4,14.83,completed,0.05431779599726354,False,3.3947158897998633
TR10830,USR1128,member,BK261,electric,ST102,ST108,2024-08-15 07:25:00,2024-08-15 08:01:47,36.8,7.74,completed,0.023043389616110303,False,9.783456508442416
TR10831,USR1014,member,BK201,classic,ST102,ST101,2024-06-15 14:59:00,2024-06-15 15:42:50,43.8,9.13,completed,0.026625732703536912,False,3.505331286635177
TR10832,USR1150,member,BK251,electric,ST103,ST108,2024-05-02 09:50:00,2024-05-02 10:08:21,18.4,8.72,completed,0.09290205450903871,False,5.653935308176355
TR10833,USR1047,member,BK280,classic,ST110,ST103,2024-09-09 14:28:00,2024-09-09 14:47:21,19.4,4.67,completed,0.054492308778395684,False,1.5547246154389196
TR10834,USR1135,casual,BK315,classic,ST104,ST109,2024-07-09 20:24:00,2024-07-09 20:30:54,6.9,10.25,completed,0.16933760013653099,False,2.0519337600136534
TR10835,USR1008,member,BK261,classic,ST109,ST101,2024-03-10 16:45:00,2024-03-10 17:23:13,38.2,14.46,completed,0.08678809469621979,False,3.0603394047348114
TR10836,USR1189,member,BK253,classic,ST106,ST114,2024-11-13 08:28:00,2024-11-13 08:33:24,5.4,12.33,completed,0.02540783825908858,False,2.718811175738863
TR10837,USR1133,member,BK286,electric,ST100,ST107,2024-02-20 16:20:00,2024-02-20 16:22:00,2.0,13.09,completed,0.1318901845665544,False,0.16659450922832772
TR10838,USR1150,member,BK327,classic,ST100,ST112,2024-05-01 15:30:00,2024-05-01 16:21:39,51.7,6.23,completed,0.01167746397982057,False,4.136583873198991
TR10839,USR1044,member,BK285,classic,ST107,ST112,2024-08-03 21:10:00,2024-08-03 21:38:46,28.8,0.54,cancelled,0.1423291451390039,False,2.3111164572569503
TR10840,USR1044,member,BK320,electric,ST100,ST100,2024-11-14 07:38:00,2024-11-14 07:42:17,4.3,7.605,completed,0.0,False,2.4675000000000002
TR10841,USR1040,member,BK331,classic,ST103,ST109,2024-04-21 20:11:00,2024-04-21 20:43:25,32.4,13.97,completed,0.05431779599726354,False,2.5947158897998635
TR10842,USR1014,casual,BK229,classic,ST109,ST102,2024-01-25 15:58:00,2024-01-25 16:01:21,3.4,9.05,completed,0.09810746335014421,False,1.5198107463350143
TR10843,USR1134,member,BK229,electric,ST112,ST113,2024-12-17 10:03:00,2024-12-17 10:05:00,2.0,0.58,completed,0.1667215234335353,False,0.16833607617167676
TR10844,USR1110,member,BK329,classic,ST114,ST104,2024-10-19 10:36:00,2024-10-19 10:38:00,2.0,6.17,completed,0.07694086899041135,False,0.16384704344952056
TR10845,USR1134,member,BK320,classic,ST103,ST100,2024-06-02 21:39:00,2024-06-02 21:43:58,5.0,2.39,completed,0.14401080976787842,False,0.40720054048839394
TR10846,USR1040,member,BK346,electric,ST114,ST111,2024-07-29 15:38:00,2024-07-29 16:01:12,23.2,7.46,completed,0.016389647952289345,False,1.8568194823976143
TR10847,USR1040,casual,BK238,classic,ST109,ST112,2024-11-24 09:47:00,2024-11-24 09:51:27,4.5,0.99,completed,0.09132251201647473,False,2.526198376802471
TR10848,USR1004,casual,BK227,classic,ST102,ST106,2024-05-13 16:11:00,2024-05-13 17:09:24,58.4,10.25,cancelled,0.00757439165874099,False,9.760757439165873
TR10849,USR1008,member,BK238,classic,ST104,ST104,2024-09-09 17:57:00,2024-09-09 18:21:02,24.0,9.84,completed,0.0,False,6.8999999999999995
TR10850,USR1153,member,BK280,classic,ST105,ST114,2024-01-05 17:00:00,2024-01-05 17:05:36,5.6,3.09,completed,0.04722396683888792,False,2.767083595025833
TR10851,USR1011,member,BK211,classic,ST101,ST109,2024-05-20 08:57:00,2024-05-20 10:03:25,66.4,6.03,completed,0.08678809469621979,False,16.453018214204434
TR10852,USR1089,casual,BK229,classic,ST108,ST113,2024-10-06 13:08:00,2024-10-06 13:22:33,14.6,1.44,cancelled,0.06247612869728891,False,3.196247612869729
TR10853,USR1080,member,BK342,electric,ST106,ST114,2024-03-02 11:04:00,2024-03-02 11:44:37,40.6,6.76,completed,0.02540783825908858,False,3.2492703919129546
TR10854,USR1123,casual,BK320,classic,ST104,ST108,2024-08-05 16:47:00,2024-08-05 17:07:12,20.2,3.11,completed,0.10968386886866972,False,4.040968386886866
TR10855,USR1105,casual,BK295,electric,ST107,ST106,2024-04-17 19:15:00,2024-04-17 19:17:00,2.0,12.86,completed,0.03699838949197564,False,1.9555497584237964
TR10856,USR1064,casual,BK312,electric,ST112,ST105,2024-02-28 21:51:00,2024-02-28 21:53:00,2.0,9.58,completed,0.13959318368745596,False,1.3139593183687457
TR10857,USR1081,member,BK229,electric,ST105,ST102,2024-03-05 20:17:00,2024-03-05 20:38:43,21.7,6.13,completed,0.04161141401106151,False,1.738080570700553
TR10858,USR1036,member,BK285,classic,ST101,ST112,2024-02-14 17:48:00,2024-02-14 17:55:27,7.5,7.63,,0.07757382750644354,False,3.1991360741259665
TR10859,USR1199,member,BK312,classic,ST106,ST112,2024-10-06 09:50:00,2024-10-06 10:28:47,38.8,10.71,completed,0.11147429562459679,False,10.246721144343688
TR10860,USR1161,member,BK283,classic,ST109,ST106,2024-02-14 19:38:00,2024-02-14 20:22:40,44.7,12.84,completed,0.10406607771027061,False,11.573109911656541
TR10861,USR1131,casual,BK251,classic,ST103,ST102,2024-10-26 20:34:00,2024-10-26 20:49:02,15.0,2.44,completed,0.11591545755851485,False,3.2615915457558513
TR10862,USR1163,member,BK285,classic,ST104,ST103,2024-05-21 20:05:00,2024-05-21 20:08:29,3.5,4.98,completed,0.20023001569694882,False,0.29001150078484744
TR10863,USR1034,casual,BK261,classic,ST114,ST105,2024-01-11 13:24:00,2024-01-11 14:13:35,49.6,14.44,completed,0.04722396683888792,False,8.444722396683888
TR10864,USR1138,casual,BK227,electric,ST114,ST114,2024-11-13 18:40:00,2024-11-13 18:59:34,19.6,4.27,completed,0.0,False,5.91
TR10865,USR1071,member,BK346,classic,ST101,ST106,2024-07-25 22:50:00,2024-07-25 23:04:33,14.6,14.2,completed,0.033907111009347915,False,1.1696953555504672
TR10866,USR1004,member,BK317,electric,ST107,ST112,2024-08-02 18:30:00,2024-08-02 19:05:33,35.6,8.22,completed,0.1423291451390039,False,9.53134937177085
TR10867,USR1161,casual,BK320,electric,ST102,ST105,2024-11-06 06:43:00,2024-11-06 06:51:16,8.3,6.93,completed,0.04161141401106151,False,2.2491611414011063
TR10868,USR1135,member,BK250,classic,ST109,ST104,2024-10-29 18:12:00,2024-10-29 18:14:55,2.9,6.58,completed,0.16933760013653099,False,2.17790064002048
TR10869,USR1081,casual,BK241,classic,ST113,ST109,2024-03-16 09:51:00,2024-03-16 10:31:08,40.1,13.53,,0.12552883683441013,False,10.541329325525162
TR10870,USR1161,member,BK295,electric,ST104,ST100,2024-09-15 17:50:00,2024-09-15 17:59:15,9.3,4.57,,0.10969716541460797,False,3.608954574812191
TR10871,USR1088,casual,BK251,classic,ST105,ST107,2024-05-04 22:20:00,2024-05-04 23:13:52,53.9,7.06,cancelled,0.050466934917826375,False,9.090046693491782
TR10872,USR1044,casual,BK295,classic,ST104,ST101,2024-04-08 20:04:00,2024-04-08 20:08:26,4.4,7.59,completed,0.08416475265216294,False,1.6684164752652164
TR10873,USR1008,casual,BK250,classic,ST107,ST108,2024-01-04 13:24:00,2024-01-04 14:24:04,60.1,0.76,completed,0.06161524750416907,False,10.021161524750417
TR10874,USR1103,member,BK261,classic,ST112,ST113,2024-11-19 07:11:00,2024-11-19 07:38:05,27.1,12.35,completed,0.1667215234335353,False,7.622508228515031
TR10875,USR1094,member,BK265,electric,ST113,ST106,2024-08-08 17:47:00,2024-08-08 18:48:30,61.5,1.82,completed,0.06304988587618233,False,15.346957482881429
TR10876,USR1000,member,BK201,electric,ST114,ST109,2024-03-03 09:26:00,2024-03-03 09:33:25,7.4,10.13,completed,0.1294685512277022,False,3.184420282684156
TR10877,USR1080,member,BK323,electric,ST110,ST106,2024-09-16 10:04:00,2024-09-16 10:18:51,14.9,4.48,completed,0.07479924919409085,False,1.1957399624597045
TR10878,USR1034,casual,BK228,electric,ST105,ST110,2024-09-01 17:04:00,2024-09-01 17:12:42,8.7,3.63,completed,0.04991894294754098,False,3.464987841442131
TR10879,USR1110,casual,BK262,classic,ST100,ST114,2024-11-06 07:40:00,2024-11-06 08:19:55,39.9,8.3,completed,0.11931503721241296,False,10.49539725558186
TR10880,USR1039,member,BK201,electric,ST112,ST110,2024-10-27 16:36:00,2024-10-27 16:38:00,2.0,5.82,completed,0.141130306855044,False,0.1670565153427522
